Workout.1,Workout.2,Workout.3,Workout.4,Workout.5,Workout.6,Workout.7,Workout.8,,
142,,,142,,,118,,,
144,,,148,,,117,,,
145,,,149,,,116,,,
146,,,152,,,117,,,
147,,,154,,,116,,,
149,,,156,,,115,,,
150,,,158,,,116,,,
149,,,161,,,118,,,
148,,,162,,,117,,,
148,,,164,,,116,,,
147,,,165,,,117,,,
143,,,168,,,119,,,
141,,,169,,,120,,,
139,,,171,,,119,,,
139,,,173,,,117,,,
142,,,175,,,116,,,
142,,,177,,,117,,,
139,,,178,,,117,,,
137,,,178,,,117,,,
134,,,179,,,116,,,
132,,,179,,,114,,,
131,,,180,,,113,,,
132,,,181,,,113,,,
135,,,181,,,113,,,
135,,,181,,,112,,,
138,,,180,,,111,,,
139,,,180,,,109,,,
139,,,181,,,104,,,
139,,,181,,,102,,,
138,,,182,,,101,,,
138,,,182,,,102,,,
137,,,183,,,102,,,
137,,,182,,,101,,,
138,,,182,,,101,,,
140,,,182,,,99,,,
143,,,183,,,98,,,
144,,,182,,,97,,,
143,,,182,,,95,,,
143,,,182,,,93,,,
141,,,182,,,93,,,
141,,,182,,,95,,,
142,,,181,,,99,,,
142,,,181,,,105,,,
141,,,182,,,107,,,
140,,,182,,,108,,,
139,,,182,,,108,,,
138,,,181,,,105,,,
137,,,180,,,103,,,
138,,,180,,,103,,,
139,,,178,,,104,,,
140,,,178,,,103,,,
140,,,177,,,102,,,
140,,,177,,,100,,,
138,,,176,,,99,,,
138,,,175,,,97,,,
137,,,173,,,98,,,
137,,,172,,,99,,,
137,,,170,,,99,,,
136,,,169,,,101,,,
136,,,167,,,104,,,
136,,,165,,,110,,,
137,,,163,,,113,,,
138,,,159,,,117,,,
138,,,152,,,121,,,
138,,,149,,,126,,,
138,,,148,,,127,,,
138,,,148,,,127,,,
139,,,145,,,127,,,
141,,,144,,,129,,,
141,,,143,,,131,,,
141,,,143,,,131,,,
145,,,144,,,128,,,
145,,,146,,,124,,,
148,,,147,,,123,,,
148,,,148,,,123,,,
148,,,151,,,122,,,
147,,,151,,,121,,,
146,,,150,,,120,,,
145,,,150,,,119,,,
141,,,150,,,119,,,
140,,,149,,,119,,,
136,,,149,,,119,,,
135,,,149,,,120,,,
134,,,150,,,120,,,
133,,,150,,,120,,,
131,,,149,,,119,,,
132,,,149,,,118,,,
135,,,150,,,117,,,
135,,,151,,,116,,,
134,,,154,,,116,,,
134,,,155,,,113,,,
134,,,157,,,110,,,
134,,,157,,,109,,,
134,,,159,,,108,,,
134,,,160,,,106,,,
133,,,161,,,107,,,
134,,,161,,,112,,,
133,,,162,,,117,,,
133,,,163,,,118,,,
133,,,164,,,119,,,
132,,,165,,,122,,,
129,,,167,,,129,,,
128,,,168,,,136,,,
129,,,170,,,141,,,
131,,,170,,,144,,,
133,,,171,,,144,,,
132,,,171,,,144,,,
132,,,173,,,143,,,
133,,,174,,,143,,,
136,,,176,,,142,,,
137,,,176,,,142,,,
139,,,175,,,143,,,
140,,,174,,,144,,,
144,,,173,,,146,,,
146,,,173,,,148,,,
146,,,173,,,149,,,
146,,,173,,,149,,,
146,,,171,,,148,,,
147,,,170,,,148,,,
149,,,168,,,149,,,
150,,,168,,,149,,,
150,,,168,,,149,,,
150,,,168,,,149,,,
150,,,167,,,148,,,
150,,,167,,,147,,,
149,,,167,,,147,,,
149,,,166,,,147,,,
148,,,166,,,149,,,
150,,,167,,,149,,,
152,,,168,,,147,,,
153,,,167,,,143,,,
154,,,167,,,140,,,
155,,,166,,,134,,,
157,,,165,,,131,,,
157,,,165,,,131,,,
158,,,165,,,132,,,
158,,,165,,,131,,,
158,,,167,,,129,,,
158,,,167,,,129,,,
158,,,167,,,133,,,
157,,,167,,,139,,,
155,,,164,,,144,,,
155,,,164,,,148,,,
155,,,162,,,151,,,
155,,,161,,,154,,,
154,,,159,,,159,,,
154,,,156,,,163,,,
154,,,153,,,166,,,
154,,,152,,,170,,,
155,,,153,,,172,,,
155,,,153,,,173,,,
155,,,153,,,173,,,
155,,,152,,,173,,,
156,,,150,,,173,,,
156,,,150,,,173,,,
154,,,146,,,173,,,
152,,,146,,,173,,,
151,,,149,,,173,,,
151,,,150,,,173,,,
148,,,153,,,173,,,
148,,,153,,,173,,,
147,,,154,,,173,,,
147,,,155,,,173,,,
148,,,155,,,173,,,
148,,,156,,,172,,,
148,,,158,,,172,,,
149,,,159,,,172,,,
150,,,159,,,172,,,
150,,,159,,,173,,,
152,,,160,,,172,,,
153,,,160,,,172,,,
154,,,159,,,171,,,
154,,,158,,,170,,,
155,,,156,,,170,,,
156,,,156,,,170,,,
155,,,156,,,170,,,
156,,,157,,,170,,,
156,,,158,,,170,,,
155,,,158,,,170,,,
155,,,159,,,170,,,
155,,,160,,,170,,,
154,,,161,,,170,,,
154,,,161,,,170,,,
153,,,161,,,170,,,
152,,,162,,,169,,,
151,,,163,,,168,,,
150,,,163,,,168,,,
150,,,164,,,168,,,
150,,,164,,,168,,,
147,,,163,,,169,,,
146,,,163,,,169,,,
145,,,163,,,168,,,
145,,,164,,,168,,,
143,,,165,,,169,,,
143,,,166,,,170,,,
143,,,167,,,170,,,
143,,,167,,,169,,,
142,,,169,,,169,,,
141,,,169,,,170,,,
141,,,170,,,169,,,
141,,,170,,,169,,,
140,,,170,,,169,,,
140,,,171,,,169,,,
144,,,172,,,169,,,
145,,,172,,,169,,,
146,,,171,,,169,,,
147,,,170,,,167,,,
150,,,169,,,167,,,
152,,,169,,,168,,,
153,,,168,,,168,,,
154,,,167,,,169,,,
157,,,167,,,169,,,
157,,,167,,,169,,,
158,,,168,,,170,,,
158,,,168,,,169,,,
160,,,167,,,169,,,
160,,,167,,,169,,,
160,,,167,,,169,,,
160,,,168,,,169,,,
160,,,170,,,169,,,
160,,,170,,,168,,,
160,,,171,,,168,,,
161,,,171,,,167,,,
162,,,172,,,167,,,
163,,,172,,,167,,,
164,,,170,,,166,,,
165,,,170,,,165,,,
166,,,170,,,165,,,
166,,,170,,,166,,,
167,,,170,,,167,,,
167,,,169,,,167,,,
168,,,169,,,167,,,
168,,,169,,,167,,,
169,,,168,,,167,,,
169,,,168,,,168,,,
170,,,166,,,167,,,
170,,,165,,,166,,,
172,,,164,,,166,,,
172,,,164,,,164,,,
171,,,164,,,163,,,
171,,,164,,,162,,,
170,,,164,,,161,,,
170,,,164,,,157,,,
169,,,164,,,154,,,
169,,,163,,,153,,,
167,,,163,,,153,,,
166,,,162,,,152,,,
162,,,160,,,151,,,
160,,,160,,,151,,,
156,,,160,,,152,,,
153,,,162,,,151,,,
148,,,164,,,150,,,
146,,,164,,,150,,,
147,,,164,,,151,,,
149,,,164,,,153,,,
148,,,163,,,152,,,
144,,,163,,,149,,,
140,,,165,,,145,,,
137,,,166,,,137,,,
133,,,168,,,135,,,
133,,,168,,,133,,,
131,,,169,,,132,,,
132,,,169,,,130,,,
138,,,169,,,131,,,
138,,,169,,,133,,,
138,,,170,,,134,,,
141,,,169,,,134,,,
144,,,169,,,133,,,
143,,,169,,,131,,,
137,,,169,,,132,,,
136,,,168,,,134,,,
132,,,166,,,135,,,
126,,,165,,,134,,,
121,,,166,,,134,,,
119,,,166,,,134,,,
121,,,163,,,135,,,
121,,,160,,,138,,,
116,,,157,,,139,,,
116,,,156,,,141,,,
116,,,154,,,141,,,
114,,,153,,,140,,,
112,,,152,,,139,,,
112,,,153,,,138,,,
111,,,155,,,137,,,
111,,,155,,,134,,,
111,,,156,,,133,,,
110,,,157,,,132,,,
110,,,157,,,132,,,
112,,,158,,,129,,,
113,,,160,,,128,,,
113,,,161,,,126,,,
118,,,162,,,125,,,
119,,,162,,,123,,,
119,,,163,,,122,,,
119,,,163,,,120,,,
119,,,164,,,120,,,
119,,,165,,,122,,,
121,,,168,,,122,,,
122,,,169,,,120,,,
126,,,169,,,119,,,
127,,,169,,,118,,,
129,,,168,,,117,,,
130,,,167,,,114,,,
134,,,165,,,112,,,
135,,,164,,,111,,,
136,,,165,,,109,,,
136,,,165,,,111,,,
138,,,164,,,114,,,
139,,,163,,,113,,,
138,,,164,,,109,,,
137,,,164,,,107,,,
136,,,162,,,107,,,
135,,,162,,,108,,,
135,,,162,,,110,,,
135,,,161,,,115,,,
136,,,161,,,116,,,
136,,,161,,,118,,,
138,,,160,,,119,,,
141,,,160,,,121,,,
145,,,159,,,122,,,
146,,,158,,,123,,,
148,,,156,,,122,,,
148,,,154,,,120,,,
149,,,154,,,120,,,
150,,,155,,,122,,,
152,,,155,,,122,,,
154,,,156,,,121,,,
156,,,155,,,121,,,
156,,,155,,,121,,,
157,,,155,,,120,,,
158,,,155,,,116,,,
158,,,155,,,116,,,
158,,,156,,,116,,,
156,,,157,,,115,,,
155,,,157,,,113,,,
156,,,158,,,113,,,
157,,,158,,,108,,,
158,,,161,,,105,,,
160,,,162,,,101,,,
161,,,163,,,100,,,
161,,,163,,,98,,,
162,,,162,,,97,,,
162,,,162,,,96,,,
164,,,162,,,94,,,
166,,,162,,,91,,,
168,,,164,,,90,,,
170,,,164,,,87,,,
170,,,164,,,89,,,
170,,,165,,,98,,,
169,,,166,,,105,,,
169,,,166,,,106,,,
169,,,166,,,105,,,
170,,,165,,,102,,,
171,,,167,,,102,,,
170,,,166,,,103,,,
169,,,165,,,103,,,
168,,,164,,,109,,,
168,,,164,,,109,,,
168,,,164,,,107,,,
168,,,162,,,106,,,
168,,,162,,,108,,,
169,,,163,,,111,,,
169,,,163,,,111,,,
168,,,164,,,112,,,
166,,,164,,,114,,,
165,,,165,,,112,,,
165,,,166,,,108,,,
165,,,167,,,108,,,
164,,,167,,,113,,,
164,,,168,,,114,,,
165,,,167,,,116,,,
165,,,166,,,119,,,
166,,,165,,,123,,,
166,,,166,,,124,,,
167,,,166,,,126,,,
167,,,166,,,127,,,
167,,,166,,,129,,,
167,,,164,,,131,,,
165,,,164,,,132,,,
164,,,167,,,132,,,
161,,,167,,,129,,,
159,,,165,,,128,,,
156,,,164,,,127,,,
154,,,162,,,127,,,
152,,,160,,,125,,,
152,,,159,,,124,,,
154,,,158,,,124,,,
156,,,158,,,123,,,
157,,,158,,,118,,,
156,,,160,,,118,,,
155,,,161,,,117,,,
154,,,163,,,116,,,
151,,,163,,,112,,,
150,,,163,,,110,,,
146,,,164,,,108,,,
146,,,164,,,108,,,
147,,,164,,,107,,,
147,,,163,,,106,,,
144,,,163,,,103,,,
144,,,162,,,106,,,
144,,,162,,,106,,,
144,,,163,,,101,,,
143,,,163,,,98,,,
143,,,164,,,98,,,
144,,,163,,,102,,,
145,,,164,,,114,,,
147,,,164,,,119,,,
147,,,165,,,128,,,
149,,,165,,,133,,,
150,,,165,,,137,,,
151,,,165,,,138,,,
152,,,164,,,140,,,
153,,,163,,,141,,,
153,,,162,,,144,,,
153,,,162,,,146,,,
153,,,162,,,152,,,
155,,,162,,,155,,,
154,,,163,,,160,,,
152,,,164,,,161,,,
152,,,164,,,162,,,
152,,,165,,,163,,,
151,,,166,,,163,,,
151,,,165,,,163,,,
151,,,165,,,164,,,
151,,,165,,,164,,,
151,,,163,,,163,,,
152,,,162,,,163,,,
153,,,161,,,164,,,
153,,,161,,,164,,,
154,,,161,,,163,,,
154,,,161,,,163,,,
154,,,160,,,164,,,
153,,,160,,,164,,,
153,,,160,,,160,,,
153,,,160,,,158,,,
153,,,159,,,154,,,
153,,,158,,,152,,,
153,,,157,,,147,,,
153,,,156,,,145,,,
153,,,155,,,139,,,
149,,,155,,,136,,,
148,,,155,,,138,,,
146,,,154,,,140,,,
146,,,155,,,140,,,
146,,,155,,,139,,,
146,,,154,,,135,,,
147,,,154,,,133,,,
147,,,153,,,133,,,
148,,,152,,,134,,,
148,,,152,,,136,,,
150,,,152,,,138,,,
151,,,153,,,143,,,
150,,,153,,,146,,,
149,,,153,,,148,,,
149,,,154,,,151,,,
148,,,156,,,156,,,
146,,,157,,,159,,,
146,,,158,,,165,,,
146,,,159,,,167,,,
146,,,159,,,170,,,
149,,,159,,,171,,,
150,,,159,,,172,,,
151,,,159,,,172,,,
151,,,160,,,172,,,
151,,,160,,,172,,,
151,,,160,,,173,,,
152,,,160,,,173,,,
152,,,159,,,174,,,
152,,,158,,,174,,,
151,,,155,,,174,,,
151,,,155,,,174,,,
151,,,154,,,173,,,
151,,,155,,,174,,,
151,,,156,,,173,,,
153,,,156,,,173,,,
153,,,156,,,172,,,
153,,,156,,,172,,,
153,,,157,,,173,,,
154,,,157,,,172,,,
155,,,158,,,172,,,
154,,,157,,,172,,,
154,,,157,,,172,,,
154,,,156,,,172,,,
154,,,156,,,172,,,
155,,,157,,,172,,,
155,,,157,,,171,,,
156,,,158,,,170,,,
156,,,160,,,170,,,
156,,,160,,,170,,,
156,,,162,,,170,,,
154,,,163,,,169,,,
153,,,164,,,168,,,
151,,,165,,,168,,,
151,,,164,,,168,,,
152,,,164,,,167,,,
151,,,163,,,167,,,
151,,,163,,,167,,,
151,,,162,,,168,,,
150,,,162,,,168,,,
150,,,162,,,168,,,
150,,,161,,,169,,,
150,,,161,,,169,,,
148,,,162,,,168,,,
147,,,162,,,168,,,
146,,,162,,,168,,,
146,,,162,,,167,,,
146,,,162,,,166,,,
146,,,161,,,166,,,
146,,,160,,,167,,,
146,,,158,,,167,,,
146,,,157,,,166,,,
146,,,156,,,166,,,
146,,,155,,,167,,,
146,,,154,,,167,,,
147,,,152,,,167,,,
148,,,149,,,167,,,
149,,,149,,,168,,,
149,,,149,,,167,,,
148,,,148,,,166,,,
148,,,148,,,167,,,
150,,,149,,,167,,,
151,,,149,,,166,,,
153,,,150,,,166,,,
154,,,149,,,165,,,
154,,,149,,,165,,,
154,,,149,,,164,,,
155,,,151,,,164,,,
155,,,154,,,165,,,
153,,,155,,,165,,,
153,,,155,,,166,,,
153,,,156,,,165,,,
153,,,157,,,165,,,
153,,,158,,,164,,,
154,,,157,,,165,,,
155,,,157,,,165,,,
156,,,157,,,166,,,
156,,,157,,,166,,,
156,,,155,,,166,,,
156,,,155,,,166,,,
155,,,154,,,165,,,
155,,,154,,,165,,,
155,,,153,,,165,,,
154,,,153,,,165,,,
153,,,153,,,165,,,
153,,,153,,,164,,,
153,,,153,,,163,,,
153,,,152,,,163,,,
152,,,153,,,163,,,
151,,,153,,,162,,,
150,,,153,,,159,,,
146,,,152,,,158,,,
145,,,151,,,156,,,
145,,,151,,,155,,,
145,,,150,,,154,,,
144,,,150,,,154,,,
144,,,152,,,154,,,
145,,,152,,,153,,,
146,,,152,,,152,,,
145,,,152,,,151,,,
144,,,155,,,150,,,
145,,,156,,,149,,,
145,,,158,,,147,,,
146,,,159,,,146,,,
146,,,161,,,141,,,
148,,,161,,,140,,,
148,,,162,,,141,,,
149,,,162,,,141,,,
148,,,163,,,143,,,
148,,,163,,,143,,,
147,,,162,,,143,,,
147,,,161,,,144,,,
147,,,162,,,146,,,
147,,,162,,,147,,,
146,,,162,,,147,,,
145,,,163,,,146,,,
144,,,162,,,146,,,
143,,,163,,,146,,,
142,,,162,,,146,,,
140,,,162,,,145,,,
140,,,163,,,143,,,
139,,,162,,,143,,,
139,,,161,,,142,,,
141,,,161,,,141,,,
142,,,161,,,140,,,
145,,,161,,,140,,,
147,,,163,,,139,,,
152,,,166,,,138,,,
155,,,170,,,136,,,
160,,,170,,,136,,,
162,,,168,,,136,,,
166,,,167,,,136,,,
166,,,162,,,137,,,
167,,,162,,,137,,,
167,,,163,,,135,,,
167,,,162,,,135,,,
168,,,159,,,134,,,
169,,,159,,,134,,,
168,,,158,,,133,,,
166,,,155,,,134,,,
166,,,152,,,135,,,
164,,,152,,,135,,,
163,,,150,,,133,,,
161,,,150,,,130,,,
160,,,150,,,126,,,
158,,,153,,,125,,,
157,,,155,,,124,,,
155,,,155,,,124,,,
154,,,154,,,123,,,
152,,,153,,,123,,,
151,,,152,,,125,,,
151,,,151,,,126,,,
150,,,150,,,127,,,
149,,,150,,,127,,,
147,,,151,,,128,,,
143,,,151,,,128,,,
142,,,150,,,128,,,
140,,,149,,,127,,,
139,,,151,,,129,,,
138,,,152,,,131,,,
137,,,153,,,133,,,
134,,,153,,,133,,,
133,,,154,,,134,,,
129,,,154,,,134,,,
127,,,154,,,133,,,
123,,,154,,,132,,,
123,,,158,,,131,,,
124,,,160,,,131,,,
126,,,161,,,132,,,
129,,,162,,,132,,,
130,,,164,,,132,,,
127,,,165,,,132,,,
127,,,165,,,132,,,
119,,,165,,,132,,,
117,,,164,,,132,,,
116,,,165,,,132,,,
116,,,166,,,132,,,
115,,,167,,,131,,,
115,,,168,,,128,,,
122,,,168,,,127,,,
127,,,169,,,122,,,
130,,,169,,,119,,,
137,,,169,,,118,,,
142,,,170,,,118,,,
145,,,170,,,120,,,
148,,,169,,,119,,,
149,,,168,,,116,,,
149,,,167,,,115,,,
149,,,166,,,110,,,
151,,,165,,,107,,,
153,,,165,,,104,,,
156,,,164,,,105,,,
157,,,162,,,111,,,
157,,,161,,,112,,,
156,,,161,,,111,,,
156,,,160,,,111,,,
156,,,159,,,117,,,
156,,,157,,,117,,,
154,,,156,,,115,,,
154,,,156,,,114,,,
154,,,154,,,110,,,
154,,,153,,,109,,,
154,,,151,,,110,,,
154,,,151,,,110,,,
154,,,150,,,109,,,
155,,,149,,,108,,,
155,,,149,,,107,,,
155,,,149,,,108,,,
156,,,149,,,111,,,
157,,,151,,,111,,,
156,,,152,,,111,,,
156,,,151,,,111,,,
156,,,148,,,113,,,
157,,,148,,,115,,,
157,,,149,,,118,,,
157,,,150,,,119,,,
157,,,149,,,121,,,
157,,,148,,,124,,,
156,,,144,,,128,,,
156,,,142,,,128,,,
155,,,141,,,125,,,
154,,,142,,,123,,,
154,,,142,,,124,,,
153,,,141,,,126,,,
153,,,139,,,128,,,
155,,,139,,,129,,,
156,,,140,,,130,,,
157,,,141,,,130,,,
158,,,139,,,128,,,
158,,,138,,,126,,,
159,,,137,,,126,,,
160,,,138,,,125,,,
160,,,139,,,123,,,
160,,,139,,,123,,,
161,,,138,,,124,,,
161,,,138,,,123,,,
160,,,138,,,121,,,
158,,,139,,,120,,,
157,,,142,,,119,,,
155,,,142,,,119,,,
154,,,140,,,118,,,
154,,,140,,,118,,,
152,,,143,,,116,,,
148,,,144,,,113,,,
147,,,143,,,112,,,
142,,,142,,,112,,,
139,,,142,,,114,,,
136,,,141,,,116,,,
133,,,140,,,122,,,
132,,,140,,,127,,,
132,,,143,,,134,,,
133,,,144,,,136,,,
133,,,147,,,142,,,
133,,,148,,,144,,,
131,,,147,,,149,,,
129,,,147,,,152,,,
127,,,146,,,157,,,
127,,,146,,,159,,,
127,,,143,,,161,,,
127,,,143,,,162,,,
127,,,142,,,162,,,
126,,,142,,,163,,,
125,,,142,,,165,,,
124,,,141,,,166,,,
125,,,141,,,168,,,
131,,,141,,,168,,,
131,,,140,,,169,,,
128,,,140,,,169,,,
127,,,143,,,169,,,
126,,,145,,,168,,,
125,,,147,,,168,,,
124,,,148,,,167,,,
124,,,147,,,166,,,
125,,,147,,,166,,,
124,,,147,,,167,,,
123,,,147,,,167,,,
123,,,146,,,166,,,
125,,,146,,,167,,,
126,,,145,,,164,,,
125,,,145,,,162,,,
125,,,145,,,159,,,
128,,,146,,,157,,,
130,,,146,,,152,,,
129,,,145,,,151,,,
127,,,144,,,149,,,
127,,,145,,,148,,,
126,,,146,,,149,,,
126,,,147,,,148,,,
125,,,147,,,139,,,
125,,,147,,,137,,,
125,,,147,,,132,,,
127,,,147,,,131,,,
127,,,148,,,128,,,
126,,,149,,,127,,,
125,,,150,,,129,,,
127,,,149,,,130,,,
128,,,148,,,132,,,
128,,,148,,,137,,,
127,,,146,,,140,,,
126,,,145,,,143,,,
128,,,141,,,150,,,
129,,,141,,,152,,,
129,,,144,,,159,,,
132,,,146,,,161,,,
133,,,148,,,164,,,
132,,,148,,,165,,,
131,,,146,,,168,,,
130,,,145,,,169,,,
130,,,144,,,170,,,
127,,,143,,,170,,,
126,,,141,,,170,,,
125,,,139,,,170,,,
126,,,139,,,171,,,
125,,,139,,,171,,,
123,,,138,,,171,,,
120,,,138,,,172,,,
119,,,139,,,171,,,
120,,,138,,,171,,,
121,,,138,,,170,,,
120,,,138,,,170,,,
120,,,140,,,170,,,
120,,,141,,,170,,,
119,,,141,,,169,,,
118,,,141,,,169,,,
117,,,142,,,169,,,
117,,,143,,,168,,,
116,,,146,,,167,,,
115,,,148,,,167,,,
114,,,153,,,167,,,
114,,,155,,,167,,,
113,,,156,,,167,,,
112,,,156,,,168,,,
112,,,157,,,168,,,
111,,,157,,,168,,,
109,,,156,,,166,,,
109,,,155,,,166,,,
107,,,155,,,168,,,
106,,,155,,,168,,,
107,,,154,,,170,,,
107,,,153,,,170,,,
107,,,153,,,170,,,
107,,,153,,,169,,,
107,,,152,,,169,,,
109,,,152,,,170,,,
109,,,152,,,171,,,
115,,,152,,,172,,,
118,,,152,,,171,,,
118,,,152,,,171,,,
116,,,154,,,171,,,
114,,,155,,,170,,,
114,,,156,,,171,,,
116,,,156,,,170,,,
116,,,158,,,169,,,
119,,,159,,,169,,,
120,,,160,,,170,,,
119,,,162,,,170,,,
116,,,165,,,169,,,
113,,,168,,,169,,,
113,,,170,,,169,,,
112,,,171,,,169,,,
111,,,173,,,169,,,
111,,,173,,,170,,,
112,,,173,,,170,,,
115,,,173,,,171,,,
117,,,173,,,171,,,
117,,,172,,,171,,,
118,,,169,,,171,,,
121,,,168,,,171,,,
122,,,166,,,170,,,
123,,,166,,,170,,,
125,,,163,,,170,,,
123,,,160,,,169,,,
120,,,157,,,169,,,
119,,,156,,,170,,,
119,,,154,,,170,,,
118,,,152,,,170,,,
118,,,151,,,170,,,
120,,,150,,,170,,,
122,,,151,,,170,,,
124,,,153,,,169,,,
125,,,153,,,170,,,
126,,,152,,,171,,,
126,,,150,,,170,,,
127,,,149,,,170,,,
127,,,148,,,169,,,
127,,,149,,,168,,,
129,,,151,,,168,,,
130,,,151,,,168,,,
131,,,152,,,167,,,
131,,,151,,,167,,,
132,,,151,,,166,,,
133,,,152,,,166,,,
133,,,152,,,165,,,
133,,,152,,,165,,,
133,,,151,,,164,,,
131,,,150,,,162,,,
131,,,149,,,161,,,
132,,,148,,,161,,,
133,,,147,,,161,,,
134,,,147,,,161,,,
134,,,147,,,161,,,
134,,,147,,,160,,,
134,,,147,,,160,,,
134,,,149,,,160,,,
135,,,150,,,158,,,
137,,,152,,,156,,,
138,,,153,,,154,,,
137,,,153,,,152,,,
137,,,152,,,151,,,
137,,,151,,,149,,,
138,,,152,,,148,,,
139,,,152,,,147,,,
140,,,152,,,145,,,
142,,,151,,,145,,,
142,,,151,,,146,,,
143,,,152,,,146,,,
143,,,152,,,145,,,
143,,,152,,,146,,,
142,,,152,,,147,,,
140,,,154,,,148,,,
140,,,154,,,149,,,
140,,,154,,,147,,,
140,,,154,,,144,,,
141,,,154,,,142,,,
141,,,153,,,140,,,
141,,,153,,,139,,,
141,,,154,,,140,,,
139,,,153,,,140,,,
138,,,153,,,141,,,
138,,,154,,,142,,,
139,,,154,,,142,,,
139,,,154,,,141,,,
138,,,154,,,140,,,
135,,,154,,,140,,,
136,,,155,,,140,,,
139,,,156,,,140,,,
137,,,157,,,140,,,
131,,,158,,,140,,,
130,,,159,,,140,,,
131,,,160,,,138,,,
132,,,160,,,137,,,
134,,,159,,,137,,,
135,,,159,,,138,,,
138,,,158,,,138,,,
140,,,157,,,141,,,
142,,,157,,,143,,,
144,,,156,,,144,,,
145,,,155,,,144,,,
147,,,155,,,144,,,
150,,,155,,,144,,,
151,,,155,,,144,,,
154,,,153,,,142,,,
156,,,152,,,141,,,
159,,,151,,,140,,,
160,,,150,,,140,,,
162,,,149,,,139,,,
162,,,150,,,136,,,
163,,,149,,,130,,,
163,,,148,,,127,,,
163,,,147,,,123,,,
164,,,146,,,119,,,
164,,,145,,,116,,,
165,,,145,,,113,,,
167,,,144,,,113,,,
168,,,143,,,115,,,
169,,,143,,,123,,,
170,,,142,,,127,,,
172,,,142,,,127,,,
172,,,142,,,125,,,
173,,,142,,,122,,,
173,,,142,,,121,,,
173,,,142,,,123,,,
174,,,142,,,124,,,
174,,,141,,,126,,,
174,,,141,,,127,,,
175,,,140,,,121,,,
175,,,140,,,117,,,
175,,,138,,,116,,,
174,,,136,,,115,,,
172,,,133,,,115,,,
171,,,133,,,,,,
169,,,136,,,,,,
169,,,136,,,,,,
169,,,132,,,,,,
168,,,130,,,,,,
167,,,129,,,,,,
167,,,130,,,,,,
166,,,130,,,,,,
166,,,130,,,,,,
166,,,131,,,,,,
166,,,131,,,,,,
165,,,132,,,,,,
165,,,133,,,,,,
163,,,134,,,,,,
163,,,134,,,,,,
162,,,136,,,,,,
161,,,137,,,,,,
160,,,140,,,,,,
160,,,142,,,,,,
159,,,144,,,,,,
158,,,144,,,,,,
157,,,143,,,,,,
156,,,144,,,,,,
155,,,145,,,,,,
155,,,146,,,,,,
156,,,146,,,,,,
157,,,146,,,,,,
156,,,147,,,,,,
156,,,148,,,,,,
157,,,151,,,,,,
157,,,151,,,,,,
158,,,150,,,,,,
159,,,149,,,,,,
161,,,149,,,,,,
162,,,148,,,,,,
163,,,148,,,,,,
164,,,148,,,,,,
165,,,149,,,,,,
165,,,148,,,,,,
164,,,147,,,,,,
162,,,146,,,,,,
161,,,145,,,,,,
161,,,146,,,,,,
160,,,146,,,,,,
159,,,144,,,,,,
156,,,143,,,,,,
154,,,142,,,,,,
149,,,140,,,,,,
145,,,140,,,,,,
141,,,141,,,,,,
141,,,140,,,,,,
138,,,139,,,,,,
136,,,139,,,,,,
135,,,138,,,,,,
134,,,138,,,,,,
133,,,137,,,,,,
132,,,136,,,,,,
130,,,135,,,,,,
131,,,135,,,,,,
131,,,135,,,,,,
132,,,134,,,,,,
132,,,133,,,,,,
132,,,132,,,,,,
134,,,133,,,,,,
135,,,134,,,,,,
138,,,133,,,,,,
139,,,132,,,,,,
140,,,131,,,,,,
140,,,130,,,,,,
140,,,130,,,,,,
139,,,131,,,,,,
138,,,132,,,,,,
138,,,131,,,,,,
139,,,132,,,,,,
140,,,133,,,,,,
142,,,134,,,,,,
143,,,134,,,,,,
144,,,136,,,,,,
146,,,137,,,,,,
147,,,137,,,,,,
148,,,138,,,,,,
149,,,139,,,,,,
150,,,139,,,,,,
151,,,140,,,,,,
151,,,140,,,,,,
152,,,140,,,,,,
152,,,140,,,,,,
154,,,141,,,,,,
154,,,141,,,,,,
153,,,138,,,,,,
152,,,137,,,,,,
151,,,135,,,,,,
151,,,133,,,,,,
150,,,131,,,,,,
150,,,131,,,,,,
150,,,130,,,,,,
151,,,131,,,,,,
152,,,136,,,,,,
153,,,138,,,,,,
153,,,137,,,,,,
154,,,136,,,,,,
154,,,134,,,,,,
154,,,134,,,,,,
155,,,133,,,,,,
155,,,133,,,,,,
158,,,132,,,,,,
159,,,131,,,,,,
160,,,130,,,,,,
160,,,128,,,,,,
160,,,127,,,,,,
159,,,128,,,,,,
158,,,125,,,,,,
158,,,125,,,,,,
157,,,123,,,,,,
157,,,122,,,,,,
155,,,123,,,,,,
155,,,123,,,,,,
152,,,118,,,,,,
151,,,118,,,,,,
150,,,121,,,,,,
150,,,122,,,,,,
153,,,122,,,,,,
154,,,122,,,,,,
154,,,123,,,,,,
154,,,122,,,,,,
154,,,119,,,,,,
154,,,117,,,,,,
155,,,116,,,,,,
156,,,116,,,,,,
156,,,113,,,,,,
156,,,112,,,,,,
154,,,112,,,,,,
154,,,115,,,,,,
152,,,120,,,,,,
150,,,121,,,,,,
145,,,123,,,,,,
142,,,125,,,,,,
136,,,125,,,,,,
133,,,126,,,,,,
133,,,130,,,,,,
135,,,130,,,,,,
137,,,130,,,,,,
136,,,128,,,,,,
133,,,126,,,,,,
130,,,126,,,,,,
